,review_id,user_id,business_id,stars,date,text,useful,funny,cool,contradictory,figurative,confusing,qualifier
4026544,OILwOtsHeFZKf3O3UZ6HNQ,VK5wB63rEMb5Hp-9OCPs1g,FL_UG4G1btvH5K3TVDvnew,4,########,"So this was my second time coming to dine in, but I've bought bagels from them multiple times. They advertise a breakfast deal for 4.95$ comprised of 2 eggs any style, a bagel or toast and a small coffee or tea. The first time I came here, I ordered just that and it was fine.
 
 Today, I decided to try out their omelette. I ordered the omelette with onions and cheddar cheese, roasted potatoes for an additional 0.50$ (have the option of a salad or sweet potatoes), a bagel and a tea to go. It all came to about 14$. Everything smelled really great and I was really looking forward to having a nice and filling breakfast. 
 
 As usual, their bagel was delicious - I have nothing to say about that. However, when it came to the eggs and roasted potatoes, there was waaaaaay too much oil. My mom tried one piece of the potatoes and wouldn't finish it, since she found it too oily. I was really hungry and ate about half of the omelette and the potatoes. Boy do I regret that. I don't think I tasted much of the cheese, but there was a hefty amount of onions (which I appreciate). Right before writing this review I had to take some tums. In retrospect, I should have probably either stuck to their plain eggs or ordered an egg white omelette (big maybe though). Either way, I would never order the potatoes again. 
 
 I will most definitely come back for their bagels, as they are absolutely delicious. But, I would order their omelettes with caution or not at all.
 
 ----------------------------------
 This is an update review..
 
 I have to say that their bagels are indeed delicious. I come back almost on a weekly basis to get bagels or their sandwiches (cravings!!). Their borekas are also yummy, whenever they have any left.
 
 I still don't think that I would order their omelettes anytime soon, but I'm definitely a returning customer for some of their other products. Their customer services is also very good, as they always welcome me with a smile and are very kind to their customers.",1,0,1,1,0,0,0
2282401,Q3we8TU3ewkzq9PjqbxCOw,ztHEYlV5KLnfmmPpj6w49A,6MhY_9EkUkKCvvN8rzXZzg,3,########,"um. not great. i ordered the chicken lo mein and the crab puffs - and well, was a bit bored. the decor is shady. and to be perfectly honest, if i'm going to eat chinese it should taste good - greasy and with a ridiculous calorie count but good.",3,1,1,1,0,0,1
131514,ECExOqEFXTlXXzlQhoBF5g,aRrTlgks-2SXqCsUtQSXjw,UCpUOtvqR-NBWBNVMzJleA,3,2/4/2013,"This place used to be great. Its gone kinda down hill. Maybe I would have given it a four star but the disappointment of how good it used to be takes another star :). The food is no so so where it used to be so flavorful. The service has gone down to, it used to be young energetic waitresses. Now they look like retired hooker that don't want to be bothered.",1,0,0,1,1,0,0
4547717,znXN_Bkqp78OSrWhwLu6fw,gzio8J3Xdn-cs02VX_61Sg,_fwWavAVMwH5u9K0K-PoQg,3,########,"Went here during lunch with a few coworkers. Place was very quiet at 12:30PM on a weekday. No need to wait. Solid service. Nice clean environment. 
 
 Now the food. The Funions are really good. Get um to share. Now for the mac and cheese. You get a lot of saucy cheese, topped with more stretchy cheese. I got the drunken cowboy, which had 3 slices of beef brisket with BBQ sauce. I'd recommend something with a tangy sauce like the BBQ to balance out the richness of the cheese, cause there's A LOT of cheese. It was nice to have something cut that grease coating in your mouth after each cheesy bite. I personally would like the cheese to be a touch saltier. The pasta was a little on the overcooked side. It was quite pricey for what you're getting IMO. Granted, it's definitely a heavy meal and you will leave full as hell and ready for an afternoon nap.",0,0,0,1,0,0,0
2543753,#NAME?,_jbmhophmP36tnUPulJBog,QQIwwU1tyOyKwr_sgqfYmw,2,########,Very disappointed. The restaurant is beautifully decorated and relaxing. Nice looking bar and enough tables to be cozy but not crowded. But the service was on the slow to absent side. The food was mediocre. The sides were good but the entree itself was lacking for both my companion and me. Boring fish and dry burger. They were willing to make swaps and substitutions on the menu which was nice. I had a nice glass of wine--I'm glad I didn't want another because it was never offered. I wanted this to be a great little restaurant in the area and I'm disappointed it's not.,0,0,0,1,0,0,0
1247799,BmKyaCaBZu2lV5b-tQ2LlA,h3SfoZcs04WnJErnFaeBpQ,UsKmYp0m8VYWM96tkGm2vQ,3,########,"Opted for African Palace because Nazareth was good. Great little spot. Service was a little on the slow side but rightfully so as there was only a single waitress for an otherwise full house.
 
 Admittedly, I haven't had too much Ethiopian food. I had the meat platter and the flavours were great, particularly the goat. I could eat a whole plate of the goat, actually. Great for a vegetarian. The spreads aren't overly saucy so they won't completely sog the already spongy injera. It's also relatively cheap. $20 for 2? Why not.
 
 I'd return when the craving strikes again.",1,0,1,1,1,0,0
2499279,il3DUNLZVkGASEW50vw43w,D8iGf2Sf9NrNw62wptur5A,sQFpfRs1Flcw3evCdI2wpA,4,########,Good location! The food is okay. The servers are great and helpful. Ordered chicken noodle soup. It came with a small bowl.,0,0,1,1,0,0,0
2249799,9I0_ntfrqZKKQ2mE5uOk2g,YDAL4CBJcp3xrYgAGVGgaQ,jo4nS-avhKux4IFwFCsrvw,2,########,Had the special with chicken and the chicken was very low quality. The sause was nothing too special either. Had it for dinner and it tasted like it was there all day.,2,0,0,1,1,0,0
4788200,2ak3-Sb8xAJkglC7aptzsw,jC3XHk3oxqayr0Ti5_B29Q,SHFlELFcEcAOJv_fTAKChQ,3,########,"We are visiting from out-of-state and decided to dine here for dinner since this place had good reviews and our hotel was only a few blocks away. When we arrived, the hostess brought us to a table upstairs even though the lively brightly lit bottom floor was mostly empty. The upstairs is VERY DIM that we had to use our cell phone flashlights just to read the menu! TIP: If possible, you may want to request a seat downstairs instead.
 
 We ordered (in order of our favorites): 
 
 1. Patatas Bravas (surprisingly sooo good!)
 2. Prosciutto Crostinis (our 2nd favorite with a good mix of sweet & salty) 
 3. Cherry Glazed Lamb Lollipops (these were good but a bit too raw for us so we asked for them to be cooked a little longer and then they came out perfect) 
 4. Market Mac & Cheese (our least favorite; kind of bland)
 
 Good, friendly service. Will be back again.",0,0,0,0,1,0,0
2368797,JQ2NGU8rxiNC_DT5FEFrZw,OK4UMl-UzQILKm-ZTrfSIA,2PkCvqcVZUmPndaqsyWqdw,3,########,"This place is good and deserves a 3.5 stars but not quite enough to push it to 4 stars. The gyro was very big and tasty but was pretty plain. Contained meat, onion, tomato, and sauce. If you're looking for a quick tasty lunch, go here but i wouldn't say you should plan ahead to go here. Worth a try but not something i would go to on a daily basis.",0,0,0,0,1,0,0
4089544,KOulpFRZ130jZe-pQgJ80Q,8c_TbIqpeW1z0itSgVnKyA,Wmk_NNEJ6KOR9w7QM7oisA,3,########,"First time here. First hamburger in Canada since we arrived a few days ago. And our verdict:
 
 1. Pricey. Paid Canadian $ 12.71 about ($10 US) for a quarter pounder with American cheese, regular fries, and Dasani bottled water. 
 
 2. Burger came out quick...likely it was pre-cooked.
 3 out 5 stars.
 
 3. Fries came out a but greasy but with a good crisp.
 
 4. Service was great
 
 Overall, Five guys beats this place with both hands tied together.",0,0,0,0,1,0,0
824346,OwOfZVwNltMWOWwoEcgdnw,W1b0X9-8tvYj6DI75pYTMA,ZEMiqiTvsI1_SrVRHsGN1w,5,1/9/2016,"Grabbed some dinner tonight with the besties and it was a good night.
 
 We had the friendliest and most amazing server Eugene who tried his absolute very hardest to get my daughter to talk to him lol...she was acting really shy unfortunately. She was still too shy even when he brought her a little sundae. Sorry Eugene! Lol 
 
 Now the food...everything was just delicious! The wings were juicy and I got the hot sweet Asian flavour and it was sooooo good!! The amount of spice and sweetness was such a good balance and that's the flavour combination I like in a sauce. Let's not forget their famous garlic dull sauce...*drool* lol 
 
 The only downfall I would say was the Grilled Chicken Tostada Salad. Now it was a good salad, but I think it would have been a lot better if they used either head lettuce or romain lettuce. It was spring mix lettuce which gave it an off taste for this specific type of salad...just my opinion anyway. All in all, the dill pickle appetizer and even the fries were cooked to a nice crispness.
 
 I underestimated this place and I would definitely go here again.",2,0,1,0,1,0,0
1372554,PrrLhiH4IWnklzGflWCkhg,E_Ts8j758tpiAZknHR7k4g,khw9md3qjzxLPR938NZu5g,3,2012-02-15,"Finally a cupcake truck!

While I wouldn't call myself a cupcake aficionado I've tried quite a few cupcakes in my time. These didn't make me go gaga over them.  

I'm not throwing a hatercake at them but they weren't my cup of tea. 

We tried an Almond Joy and Strawberry Fields 
Props for both cakes being fresh and moist but they were too dense for my liking. The strawberry field had lots of flavor but was just too heavy. I was hoping that it would be a little more fluffy and airy. 

The almond joy was a little lighter but I was hoping for more of the almond joy experience, it was a little light on the chocolate & coconutiness that you get when you  eat the candy namesake. 

Points on original flavors! 

The only other downside was  $4.00 was a bit much but I'm sure that i was jacked up a bit since it was at Vegas Streats. 

I need to try the sweet potato pie before I cement by verdict ...",0,0,0,0,1,0,0
4932385,rCrP0_jvRyHgfJ-w79QpvQ,v3gV-4heJRvIrY11uzmnCA,WxytQiQ5Cl1Gotk9cXeILg,3,2017-02-16,"The donuts are cheaper than Dunkin and taste way better. They also have a much larger selection of flavors (and they have cronuts). I ordered a mocha smoothie kinda thing and it tasted nothing like mocha. It tasted like an Olvatine shake; while it was good, it wasn't what I wanted. Today I stopped in and ordered an iced carmel coffee...big mistake. I swear I'm not exaggerating when I say it tasted like they swept up some dust\/dirt and made the coffee with that. It was gritty and really horrible. I didn't detect any caramel flavor, only that awful dirt taste. I had to throw it away :\/ waste of  $4. 
My advice: get some donuts but get your drinks elsewhere.",1,0,0,1,0,0,0
1328829,YsbyfOSe2SjMfOTWkavB1w,OPilW1tOM0IKqbZCOSWUEQ,ST6-qv5rLDsahp5w_Uyufg,3,2017-06-02,"I came in for the chin cool-sculpting service.The staff and service were all really friendly and inviting. During my initial first consultation, I was told that I was only a candidate for the front(centre) area of the chin, but not either of the sides of my chin. Instead i was offered a different procedure to target those areas. However, when I came in to get my actual procedure done, as the nurse (different from my consultation) was taking my measurements once again, she recommended that I get both of my left and right sides of the chin cool-sculpted as well, for maximum results. When I told her that I was seen as an inadequate candidate for this during my consultation, she seemed a bit confused, and told me that it would only make more sense to get the procedure done on my sides as well. I wish the accurate information was given to me in the initial consultation, as it would save me a second trip, and ultimately speed up my results. 
Once again, whilst the service was nothing but friendly and inviting(10\/10), due to the inaccurate medical opinions and information I was provided, I will unfortunately, not be returning for any more services at the Bellair Clinic.",2,0,0,1,0,0,0
4436921,fMeZdr4RkMDCWUqwLKOboA,kxXr01bsJDQ_OdNWVZafGA,QXAEGFB4oINsVuTFxEYKFQ,4,2012-04-06,"This is THE place for Dim Sum in Mississauga. Don't despair if you see a huge line up at the door on weekends, things move quickly. There is no rhyme or reason to the hostess numbering system...so just wait your turn knowing that it is going to be great food. The food is cooked in steamer baskets and walked around the restaurant on carts. Someone at your table has to take the key ordering position so as to flag down the cart and get the food on the table. The food runs out quickly, so don't wait for it to come around again, it may be a while or never! They do a great job with the staple DS fare: Har gow (shrimp dumplings), Shui Mai (pork) and sticky rice. My personal favourite is the scallops with garlic sauce. Try the Chinese greens, dumpling soup, and pork sesame seed buns. The spring rolls ( with meat filling) are awesome as well.
The best time to go is just before noon on weekends or on weekdays. Anytime after 2:00 p.m. is pointless as they will be out of most food items.",2,1,1,0,0,0,1
2749470,C0D9caaVPp0_ORXxDEiQsQ,CWPi61z9w5YiaAvlVMg69A,O9aBClMrxWvSKGc3CIrHnw,3,2008-08-09,"This place has some very good reviews on other sites. I'm not going to say that they aren't deserved. As a motel, it is nice enough, but we did have a couple little issues:

Mattress was very, very squishy; Possibly just old, or maybe low quality. One side was much firmer (and in the direct path of the A\/C) I gave that to my girlfriend :)

We had a couple flying insect ""attacks."" There was a large wasp-looking thing hanging out behind the mirror in the bathroom, who decided to come out and freak out my girlfriend as she was brushing her teeth. We also had a few flies hanging around the room and annoying us in the evening. I suspect the not-so-great seal around the window air-conditioner unit.

Also, the DTV in the rooms was interesting, as we'd never experienced the free over-the-air DTV thing, and I'm sure that saves the motel money on cable... but there's only about 10 channels, or less depending on what time of day it is.

On the positive side, the staff was very friendly and recommended a good breakfast stop for us. The room was an OK size and it seemed clean enough. Free wireless internet (though slightly weak signal) was a nice perk. Mini-fridge kept stuff super cold.

I think we're Hotel or Bed & Breakfast kind of travelers. But we wanted to give this place a chance, because of the extremely positive reviews found elsewhere.",1,0,0,0,0,1,0
272798,EAQN0JIcsmq6l3ibuADl8g,4Lt8oKEkS7Q4t5EvP0db7g,qmIHO-6T_KEfPC9jyGDamQ,1,2016-01-09,"I've been to JG numerous times over the past two years but last night the serving staff are WAY too pushy for the up sell. 

Then the cameraman comes trying to push and sell photos. 

What's next? Someone to sell me watches or a timeshare? 

Enough.

This is an expensive fine dining restaurant and I expect a little more professionalism for the service like it used to be. 

It's steadily degenerated into a vegas hustle joint that I would be embarrassed to have a business dinner there.

Food was great as normal.",2,1,1,1,0,0,0
2061597,_LSLWhgbsCIUnzhYQumHtA,r0ax383FZOHrXfiz54a1Ow,2OJrznHaA4Gz_KYbQnAuzQ,3,2012-12-25,"Meh. I guess if you were looking for a boba fix in Vegas, this is the best you are going to get. However I come from a land of the finest boba (rowland heights) so this is quite sub par boba.

This place is pretty close to the strip and is in the heart of Chinatown in Las Vegas. The boba here is moderately priced, but good luck finding parking in this hellish parking lot. They just have your standard boba, but like everyone else, says if you are REALLY looking for a boba fix, go here. If not, save your money",1,0,1,1,0,0,1
1240577,Bc_VVnbGLt4kSDS-BN3WeQ,Rnwsdjuac1Grtp14GVPWxg,t53w4JlkxTau-G-TzhSWog,3,2011-10-23,"OK. This place is not good for groups. I repeat, not ideal for groups.  I called this place for several days to make a reservation for my curious diners of 10 and not once was that phone picked up on the other end.  Maybe the ringer was on silent! Well, we showed up, signed in and waited in line. I was nervous because I wanted all of us to sit together. 

I got the attention of a waitress to tell her about our dilemma and she said, ""Yeah, we take large groups but you have to make a reservation."" Really? What a novel idea. Imagine my frustration. I told her to make it work.  Surprisingly, our wait was less than half hour. 

So, you could say we all sat together if only the conveyor belt was not running between our two tables.  I guess it was the best they could do ""last minute."" Nonetheless, we made the most of it.  

I was apprehensive about the service from all the reviews I've read, but I must say the waitstaff was on their best behavior.  I thought they were friendly.

I find that it's quite true about where you sit because most of the sushi we grabbed were cold. We were closer to the end of the belt! But we love the saki. We even did some bomb sakis for fun.

Overall, it was a cool spot and a nice experience!",0,0,0,0,0,0,1
3902454,QYiCOP-WC4tsRNIdJwXRkg,wmfKDJoT2bYqqVezP_vDvA,Jt28TYWanzKrJYYr0Tf1MQ,3,2017-02-20,"Two and a half stars, actually. Adequate food, excellent service, $15 slushies called ""margaritas"" that taste nothing like a margarita. An annoying fee they add to the bill that we had to Google, and it seems it's a fee they charge you just to eat at their restaurant. If you don't mind getting ripped off and you stick with beer, it's not a bad place.",0,0,0,1,0,0,0
3816544,gBP8Sx4nmd7hekWjOyJDaw,iyUAr7wqPA3orWR2L8C_JQ,ZCYCNWA98718SZ0A4bHD7A,3,2017-12-04,"Went on weekend after dinner.  Not too full.  We ordered matcha, mango and original.

Liked mango the best.  The shaved ice here is different from Cha Me Cha.  More like little snowflakes or coconut flakes.  We noticed consistency on matcha, mango and original are all different.

All are pretty flavourful.  One is good for sharing between 2 people - hard for one person to finish one plus it gets pretty boring after 10 bites.

Comfortable decor and seating.  Would visit if I am in the area but would not go out of my way to eat here.",0,0,0,0,0,0,0
429567,e7CAsLShEk7R2wY19FbI1A,xNSvX-tVu4D_V3zTR8051Q,P2ho2ZOr0P49X8-HAMdulw,2,2014-10-09,Nice decor. The service is okay. The food is not the greatest. The kabob is dry and simply not very good for Persian food on the pricey side.,1,0,0,0,0,0,1
1341817,Q-qITgKEm7ZqzfrhAwk0Mw,M6EkAFfIpIgonH3pbJ6KDQ,BTDPN3hMRrENFZNb76lPKw,3,2008-02-17,This is a great bar for pre-theatre at the Playhouse. Food is distinctly bar food and average but does the trick. Friendly staff but chaotic service or no service at all if they are busy!,0,0,0,0,0,0,0
368553,k5Z_eYHX7cFNtsHjUa8fzQ,XBm-4vk_M7PnenCWwUfSzA,X8c23dur0ll2D9XTu-I8Qg,1,2016-07-10,I went here during 4th of July weekend that saturday to see tiesto and it was way different than what I expected. The place was way too small and overcrowded by dudes. It was a sausage fest with maybe 4 guys to 1 girl. You could barely move around and everyone kept shoving you and even when I got shoved into a bouncer the bouncer gives me the dirty look for something that wasn't even my fault. If I could give this place 0 stars I would. Don't get me wrong tiesto was amazing but the guy to girl ratio was terrible.,0,0,0,0,1,0,0
678767,FlBqCd4G7Q-T1jSMmZgR5A,23ueRrSWWtrEyT2ViGWKMg,wRKYLXr9z--kt96ELXzv1Q,2,2016-09-12,"Ok, so i don't like writing negative reviews but here we go:
Went Sunday for a birthday brunch about 12 people with kids, food is decent, the omelette guy is always pleasant and you can tell by his food he enjoys his job.  Fruit was fresh.

Waitstaff is a complete negative experience:
took forever to get coffee, they brought 1 spoon with 4 coffees, i guess we re suppose to share, staff never checked up on us, we had to walk over and ask every time we wanted something, the place is inexpensive so i guess your getting what you pay for, decent food and lousy service.",0,0,0,1,0,0,0
4525625,UZw5p8NbK2S4FiC1n5vbaA,l2oTlKtDphZgu3pSGxLr7w,4gXdyihRiytmXEAfqLNMBw,3,2017-07-09,"Great Italian food and fast service. I had jambalaya with chicken and shrimp. Very tasty and lots of flavors , they also gave us free breads with olive oil which is delicious. Firecrackers rolls are great .",0,0,0,1,0,0,0
251578,cXH-zf4MtNctbAD7OiwWTQ,QlRsVCCytArycuuKSyUBLg,n-zs5Cxn8MeSVPtodzvqIg,3,2015-03-19,"Came here on a Friday night for dinner. It's a small, quiet, unobtrusive little restaurant. I think there was only one or two other tables of patrons that night. Service is very attentive, due to the size of the restaurant. To be honest, I can't really remember what I ordered, I think it was the salmon lovers roll? There were generous chunks of salmon, but the roll was a tad spicy. Still quite good though, the salmon tastes fresh. It's pretty reasonably priced too, with most of their less basic rolls being between $10-$14, and the portion sizes are pretty big because I couldn't even finish the last two or three pieces of my roll. The bathrooms are located in the basement and getting down there is a little bit scary, the stairs\/hallway down there look a little bit grungy and industrial, but the bathrooms are clean. Wouldn't mind coming again, it's not a bad choice if you're craving sushi and don't want to wait for a spot at some of the other places closer to Yonge St.",0,0,0,0,0,0,0
4993148,0wc3dDybn3UX_c2sLn032Q,XJ5DQu1ILwh2MyN5UGDUGQ,mD7zqv7Y3kvsa_p_MtTayg,2,2015-01-29,"Visited this establishment on 1.27.2015.  There were 9 of us. Ordered lunch. Beer is good.  Two of our number ordered the Fish Tacos and one was served with everyone else but it took at least 10 minutes for the other person's meal to arrive. While we were waiting, I found the server who told me "" the Kitchen is slow"". Another 5 otr more minutes passed, food finally arrived. By this time, the person waiting had been nibbling other people's plates and sent the meal back. The real insult was not the spotty service but that there was no effort made by anyone at the retaurant to acvknowledge the poor service, not from the server or the manager.  I'd think very carefully before going back.",0,0,0,0,0,1,0
4914201,HcmKcMHfsHSehO_zC_7Tvw,ir689oBNmrJXOspb4yq_Jg,7tNY4BYLA4laqWNV4IWGQg,2,2010-07-20,"The two star ""I've experienced better"" rating is more than apt in this instance.

The decor of Settebello is very nice and the ovens are cool to look at. It's really easy to get all jazzed about the wood fired oven and unique toppings and flavor combinations. Hell, the website does enough boasting about how original and special the restaurant is. But it all comes down to the food and this pizza just was not good.

At the most basic level your margherita pizza should be the star. And it wasn't. The crust was flavorless and overcharred. Here's my unecessarily lengthy analogy: You know when you make grilled cheese (and c'mon, everyone makes 2 at a time, how could you eat just one?) and the first one comes out perfect but the second one comes out kinda messed up because the pan is probably too hot and there's not enough butter to help the bread brown correctly and the cheese doesn't fully melt because the thing is going to burn if you leave it on any longer? Well this is how my pizza was, it seemed hastily cooked over too high heat and lacked flavor. Not to mention the sauce was bland and the cheese was amorphous and too stringy. There was exactly one basil leaf on my pizza too and it was burnt to a crisp. All in all, a poor excuse for something so full of itself. Needless to say I was disappointed in a major way with this whole thing.",2,1,0,1,1,1,0
4499354,Stoo9ICto91382ObmJcjQw,hHvkUOtUvg9PT70-BMakEw,qR811JF2KsDUtOSQ2tng7g,3,2015-02-06,Nice boutique store for the products sold that ties in the show.  If you like MJ this is a place to splurge on some items you might not have gotten before.  Lots of cool shirts.,1,0,0,1,0,0,0
2383041,braW7C6j5DJ4q6jDvGeTHw,79uQM6mAgJJcmYRtMO_u1Q,BGGQOJQTQerEQu0kHbT_UQ,3,2009-12-13,"The problem with Bandera is everyone waits at the bar prior to getting seated. Well how is that a problem you might ask since that is normal everywhere else...the problem is that they order their meal, are half-way through it and then move to their tables when called upon instead of finishing their meal at the bar. That's a problem because those of us waiting for tables can't get drinks at the bar since the bartenders ignore you unless you are seated at the bar. We waited nearly 45 minutes for a table standing around. The bartenders ignored you and it was impossible getting a drink. 

The food was good but overrated. I ordered the por ribs and the meat fell off the bone. The fries were terrible and burnt little crisps..think of it like stale pringles... The service was polite and friendly yet not outstanding.

A good restaurant for the Phoenix area but a lot of hype. This restaurant caters to the 40-60 year old White local Scottsdale crowd. I definitely recommend arriving before 7 PM and after 9 PM on the weekends otherwise you will wait 45 minutes for a table standing around without a drink.",0,0,0,0,1,0,0
2396905,elwxLfxqqUH9wxD2Ky8vpQ,gAO9rcbcUIjDiwt8jwOX4g,Es0JayHVN_XPn1q5yFtn6g,2,2010-12-26,"Went with a party of 8 for my friends Bachelor Party.  

We'll start with the good: 

Had the Pittsburgh Potato Pancake.  It was pretty good.  I wouldn't have known there was bacon on it had the menu not mentioned it, but pretty much everyone at the table enjoyed it (and there was enough that 8 guys were all able to have a bit of it).

The entrées were fantastic. Since I don't think cows are all that tasty, I had and enjoyed the crabcakes.  A good amount of crab, not too much breading at all.  The roasted corn ancho chile sauce was a great compliment to them.

Everyone else had steak and all loved it.  The only complaint was the coffee and cocoa crusted flat iron steak was incredibly small.  Temperatures ordered ranged from medium rare to medium well.  It looked to me like everything was cooked less than requested but no one was upset at doneness.  They looked delicious.  It's a joy to see a well cooked steak.  Made me wish i liked eating them.

The cotton candy after the meal.  Awesome.  Would have skipped the underwhelming dessert had I know it was coming.

The bad: We'd heard about how before ordering the meats were presented and explained.  We did not get this service, but did see it other tables getting it.

Our group's wine snob described the wine list as ""terrible.""  Nobody likes him though.  

Our waitress didn't seem to know what beers they had.  The draft selection was limited to Bud's finest.  When asked what they had in bottles she replied ""almost everything"" before shooting down several requests (Dogfish Head, Stella Artois, and Newcastle are a few I remember off the top of my head).

The guys that ordered the french onion soup thought it was delicious, but were upset that it was barely warm to the point it was hard to break through the cheese.

Dessert looked fantastic, but wasn't so good to eat.  The chocolate cake is incredibly rich, but merely ok.  The ""warmed"" apple tart came cold.

They apparently don't believe in serving coffee with dessert either, as it came out a good 15 minutes after (and they neglected to offer milk or sugar). 

If you're just going for dinner and aren't concerned about the extras (like service) the steaks were considered fantastic by all.  If you want a full restaurant experience (as you should be entitled to for their prices) you might be better off finding another place in the city.",1,1,1,1,0,1,0
1632526,_vQWoxhDkDB1H3dHEqR8vg,lqNa-5DNU8fDdTn0BzI2_g,KskYqH1Bi7Z_61pH6Om8pg,3,2016-02-02,"Very good food, but a little slow on service and too much ice on my drink. Had to pay twice for what I consider ""sips"".",0,0,0,0,0,0,0
4052582,kFJlqPaSBdDRX9dFeks-lA,Kan41cWJccXV2MGPfWoIDw,gKWDD4gypDr7DEfOyGbM0g,3,2017-02-23,"This place is a bit on the smaller side, but it's definitely cozy. My other half and i like noodles and decided to give this place a try. The broth options are quite similar to deer garden (right across the street) though this place does have different ingredients you can choose from. The portions are quite decent, and the food came out quite quickly.

The popcorn chicken could use a bit more batter to give that extra crunch and flavor, but it is quite juicy and meaty. The toppings were all a healthy portion too, though the beef brisket did seem to be cut in the thinner side.

There really is nothing bad about this place, but at the same time nothing truly note worthy. Customer service was very good and friendly

It's definitely has its own charm and it's worth a try if you want to have a quieter, cozy dinner.

Would definitely come again, hope they can improve as they have potential.",0,0,0,0,0,0,0
3284675,8TKijT7UK8JA7iSg7eQd1w,7HKhDN2vCuVWxANMI7Q_Cw,zBD6zc8YU-TA0_KJmN1tpA,1,2011-11-14,"For the last year year their food has always been very good but over the last month the food quality has really taken a turn for the worse.   Pizza is like a sprinkle of cheese on a cracker, breadsticks - not even close to what it sounds like - really bad we had to throw out. An Angelhair pasta dish with spinach and mushrooms was so bad, after one bite we threw it out. The pasta tasted like a smoked piece of wood.  Really awful experience. This was not the first in the last month. Both times I could not believe how bad it was. 

The restaurant was closed for over three weeks due to what they called water damage but I really think they lost their chef or owners and have new people running it that have no idea what they are doing. 

Would have been highly recommended until this last month.  We won't go back after this last experience!",1,1,0,0,0,0,0
1168473,jg2LLfK_LRiQlA6j798mnA,UW5NYYocUXNvhhtehl2LeA,T9aHITN4Uy2W6sVdodKadg,2,2011-10-30,"Ken's nail salon is EXPENSIVE! I only go their on very SPECIAL occasions. The place is very clean and well kept, and the massage chairs are nice too.

Drawback: For dropping over $80 for a pedi\/mani-acrylics, I would have expected it to last. After the first week with my acrylics, they started looking not-so-fresh. I felt like my arcrylics were over a month old, after only seven days. For paying top dollar I would have expected them to last. I have been to Ken's twice and have gotten the same services. Both experiences were the same. However, I can promise you will be very happy with the immediate results. 

Overall, it's a good salon... but the prices are not worth paying for what you get.",0,0,0,1,0,0,0
811895,TVfS0Ep77a8mlaPMui7sRg,SeWsQoYPbQuMAqfRNNS6Jg,VlMRR74NjdysPIfaUUSoBA,3,2017-01-19,"The D Grill had a really hip atmosphere and complements the rest of the casino well.  However, one suggestion is that they brighten the lighting for breakfast.  The dining area is extremely clean.  

My breakfast came out quickly after I ordered.  The service was efficient, just not friendly.  My omelet was on par with other breakfast places. 

The omelet was reasonably priced.  However $4 for coffee is very expensive.  It was worse than the instant I sometimes drink, too.  A breakfast place should have coffee that is at least as good as Maxwell House.",2,0,0,1,0,0,0
222219,NkWbAoHuBU-8QEuVS96eSw,PMdIpYxW3-TRRnfdAMdQgQ,sS2IKdaUne_8QwiAl6iyfg,3,2014-08-22,"The Mee Goreng and the Pad Thai were good enough to justify a return visit, but the Mango Scallop dish was disappointing due to over cooked, chewy, previously frozen scallops. When we asked the waiter if the scallops were fresh or frozen, he seemed to not know. I will return, but I'll avoid the seafood.",0,0,0,0,0,0,1
3150058,-NUysYou2eayqgloUqy8JA,3H5089yb695fkZGZaGMatA,rRUMh9qvfW8wA6NUd5Yf8w,3,2015-05-02,Good Filipino mall food. Decently priced. The chicken adobo was not the best. It was bland and flavorless. The bbq chicken was excellent however!,1,0,0,0,0,0,1
2771551,L28IrKZ03C73pN5NthgggA,Rp-cSUHm-EKBxgBS73PNNg,uFKQkN2MI1VfcW7tG7uL5g,2,2014-09-01,"Their service deserved a 5 star. 

The burger was bland, lacking in flavour.  There wasn't that bbq smokey taste in the beef and all you taste is beef but none in flavouring. My husband tried the double burger with bacon and he said his was more bland but better than Five Guys. 

I wouldn't go back but my husband would try it again.",1,1,1,1,0,0,1
2847371,XvaipDDmR0U62bA1EaJGkg,hMwPqwbNQV94fWSBhM4QaQ,DKIVOI5uChcD6M9UAyGn0g,1,2017-05-09,Will never understand this community. Usually the people are nice when I walk my three pugs but sometimes you get those old white bitches lookin like they're from the Brady bunch and ignore you cause they think they the shit with their Skechers. Glad I moved out of this snobby community filled with wannabe rich white people.,1,0,1,0,1,1,0
5228576,QPgduN8ORU8IQbEDimmX3g,E40DDZrckW721tkqtZL6gw,1PFj0yJ0EzwQXIOsIT2y3w,2,2016-08-25,"Nothing great...food just ""ok""....service mediocre at best.  Noisy...making casual conversation difficult.  Better places nearby in similar price range (i.e. Brio). In my view, it is not a relaxing ""go to"" place.",0,0,0,0,1,0,1
